type,date time,latitude,longitude,accuracy(m),altitude(m),geoid_height(m),speed(m/s),bearing(deg),sat_used,sat_inview,name,desc
W,2021-10-10 12:17:17,47.83008942,7.94876888,3,712.422,,0.011,184,18,20,,Penny
W,2021-10-10 12:27:14.999,47.82893841,7.94844829,3,714.922,,0.657,164,17,18,,Talstation hasenhorn coaster
W,2021-10-10 12:46:49,47.82137083,7.95169813,4,1088.548,,1.134,255,15,19,,Bergstation
W,2021-10-10 13:52:38.999,47.82149945,7.95209428,8,1069.112,,0.000,,8,19,,Almost top of coaster
T,2021-10-10 12:02:08.999,47.85921160,8.00589413,12,1145.542,,17.613,240,8,15,20211010-140208,GPS Logger: 20211010-140208 - Todtnau
T,2021-10-10 12:02:09.999,47.85913387,8.00567619,12,1143.327,,18.235,244,8,15,,
T,2021-10-10 12:02:10.999,47.85906217,8.00544672,8,1140.701,,18.355,248,8,15,,
T,2021-10-10 12:02:11.999,47.85900343,8.00520668,8,1139.170,,18.699,251,8,16,,
T,2021-10-10 12:02:12.999,47.85894947,8.00495890,6,1137.691,,18.468,253,8,15,,
T,2021-10-10 12:02:13.999,47.85890647,8.00470966,6,1136.516,,18.907,255,8,15,,
T,2021-10-10 12:02:14.999,47.85886608,8.00445749,6,1134.097,,19.313,255,8,15,,
T,2021-10-10 12:02:15.999,47.85882768,8.00419619,6,1132.060,,19.443,255,8,15,,
T,2021-10-10 12:02:16.999,47.85879189,8.00393066,6,1128.782,,19.813,256,8,15,,
T,2021-10-10 12:02:17.999,47.85874985,8.00366103,6,1126.690,,20.093,257,8,15,,
T,2021-10-10 12:02:18.999,47.85871198,8.00338688,6,1124.654,,20.467,257,8,15,,
T,2021-10-10 12:02:19.999,47.85867569,8.00310885,6,1124.539,,20.884,258,8,15,,
T,2021-10-10 12:02:20.999,47.85864147,8.00282846,6,1122.296,,20.492,259,8,15,,
T,2021-10-10 12:02:21.999,47.85861011,8.00255519,6,1119.816,,19.686,261,8,15,,
T,2021-10-10 12:02:22.999,47.85858160,8.00229224,6,1118.471,,18.322,260,8,15,,
T,2021-10-10 12:02:23.999,47.85855281,8.00204879,6,1117.344,,17.622,260,8,15,,
T,2021-10-10 12:02:24.999,47.85852638,8.00181458,6,1116.066,,17.787,264,8,15,,
T,2021-10-10 12:02:25.999,47.85851056,8.00157516,6,1114.708,,18.287,268,8,15,,
T,2021-10-10 12:02:26.999,47.85850757,8.00132732,6,1113.143,,18.603,274,8,15,,
T,2021-10-10 12:02:27.999,47.85852416,8.00107522,6,1111.516,,19.204,276,8,15,,
T,2021-10-10 12:02:28.999,47.85854298,8.00081979,6,1109.989,,20.044,276,8,15,,
T,2021-10-10 12:02:29.999,47.85856586,8.00055852,6,1108.507,,19.786,276,8,15,,
T,2021-10-10 12:02:30.999,47.85859325,8.00026732,6,1107.479,,19.854,276,9,15,,
T,2021-10-10 12:02:31.999,47.85862235,7.99999147,6,1106.093,,19.711,277,9,15,,
T,2021-10-10 12:02:32.999,47.85865599,7.99972517,6,1104.425,,19.495,277,9,15,,
T,2021-10-10 12:02:33.999,47.85868637,7.99946708,6,1102.675,,18.950,276,9,15,,
T,2021-10-10 12:02:34.999,47.85871376,7.99921772,6,1100.833,,18.271,278,9,15,,
T,2021-10-10 12:02:35.999,47.85873958,7.99897994,6,1098.997,,17.356,276,9,16,,
T,2021-10-10 12:02:36.999,47.85876302,7.99875909,6,1097.157,,15.882,278,9,16,,
T,2021-10-10 12:02:37.999,47.85878778,7.99855876,6,1095.366,,14.478,281,9,16,,
T,2021-10-10 12:02:38.999,47.85882038,7.99838257,6,1093.625,,12.735,287,9,16,,
T,2021-10-10 12:02:39.999,47.85885905,7.99822800,6,1091.957,,11.762,292,9,16,,
T,2021-10-10 12:02:40.999,47.85889988,7.99808694,6,1090.389,,10.871,293,9,16,,
T,2021-10-10 12:02:41.999,47.85893588,7.99795785,6,1088.883,,9.787,289,9,16,,
T,2021-10-10 12:02:42.999,47.85895730,7.99783508,6,1087.487,,8.357,276,9,16,,
T,2021-10-10 12:02:43.999,47.85896143,7.99771666,6,1086.077,,8.783,266,9,16,,
T,2021-10-10 12:02:44.999,47.85895035,7.99759879,6,1084.706,,8.375,247,9,16,,
T,2021-10-10 12:02:45.999,47.85891388,7.99749572,6,1083.333,,8.729,229,9,15,,
T,2021-10-10 12:02:46.999,47.85885719,7.99741537,6,1081.944,,8.706,208,9,15,,
T,2021-10-10 12:02:47.999,47.85878517,7.99737261,6,1080.389,,8.471,189,9,15,,
T,2021-10-10 12:02:48.999,47.85870638,7.99737928,8,1078.907,,8.933,165,9,15,,
T,2021-10-10 12:02:49.999,47.85863715,7.99744819,8,1077.527,,8.411,145,9,15,,
T,2021-10-10 12:02:50.999,47.85857901,7.99753709,6,1076.133,,8.812,125,9,14,,
T,2021-10-10 12:02:51.999,47.85853616,7.99765194,6,1074.949,,9.556,109,9,14,,
T,2021-10-10 12:02:52.999,47.85851101,7.99778743,6,1074.033,,10.279,97,9,14,,
T,2021-10-10 12:02:53.999,47.85849766,7.99793378,6,1073.260,,10.647,93,9,14,,
T,2021-10-10 12:02:54.999,47.85848822,7.99808427,6,1072.619,,11.147,93,11,14,,
T,2021-10-10 12:02:55.999,47.85847995,7.99824156,6,1072.083,,11.785,96,11,15,,
T,2021-10-10 12:02:56.999,47.85846900,7.99841051,6,1071.662,,12.584,97,11,15,,
T,2021-10-10 12:02:57.999,47.85845795,7.99858385,6,1071.326,,13.182,98,11,14,,
T,2021-10-10 12:02:58.999,47.85843947,7.99876489,6,1071.062,,13.958,101,11,15,,
T,2021-10-10 12:02:59.999,47.85841313,7.99895395,6,1070.870,,14.663,106,11,16,,
T,2021-10-10 12:03:00.999,47.85837212,7.99914876,6,1070.622,,15.601,106,11,16,,
T,2021-10-10 12:03:01.999,47.85833047,7.99935084,6,1070.384,,16.252,109,11,16,,
T,2021-10-10 12:03:02.999,47.85828209,7.99955507,6,1070.153,,16.328,111,11,16,,
T,2021-10-10 12:03:03.999,47.85822619,7.99975127,6,1069.834,,15.518,114,11,16,,
T,2021-10-10 12:03:04.999,47.85816608,7.99993966,6,1069.399,,15.591,116,11,16,,
T,2021-10-10 12:03:05.999,47.85809076,8.00011653,6,1068.681,,15.483,112,13,16,,
T,2021-10-10 12:03:06.999,47.85803452,8.00030615,4,1067.876,,15.007,112,13,16,,
T,2021-10-10 12:03:07.999,47.85798934,8.00049407,4,1067.096,,14.622,110,13,16,,
T,2021-10-10 12:03:08.999,47.85794167,8.00067968,4,1066.242,,15.070,109,13,16,,
T,2021-10-10 12:03:09.999,47.85790156,8.00087269,4,1065.331,,15.141,109,13,16,,
T,2021-10-10 12:03:10.999,47.85786172,8.00107341,4,1064.421,,15.947,104,13,16,,
T,2021-10-10 12:03:11.999,47.85783158,8.00128485,4,1063.385,,16.251,98,13,16,,
T,2021-10-10 12:03:12.999,47.85781777,8.00150308,4,1062.125,,16.550,93,13,16,,
T,2021-10-10 12:03:13.999,47.85781234,8.00172880,4,1060.845,,17.135,91,13,16,,
T,2021-10-10 12:03:14.999,47.85781154,8.00195788,4,1059.437,,17.062,92,13,16,,
T,2021-10-10 12:03:15.999,47.85778918,8.00218131,4,1058.208,,16.711,101,13,16,,
T,2021-10-10 12:03:16.999,47.85774298,8.00238978,4,1056.916,,15.681,109,13,16,,
T,2021-10-10 12:03:17.999,47.85769946,8.00259070,4,1055.720,,15.990,108,13,16,,
T,2021-10-10 12:03:18.999,47.85767018,8.00279862,6,1054.272,,16.057,100,13,16,,
T,2021-10-10 12:03:19.999,47.85765290,8.00301331,6,1052.834,,15.943,93,13,15,,
T,2021-10-10 12:03:20.999,47.85765215,8.00322847,6,1051.358,,15.589,88,13,15,,
T,2021-10-10 12:03:21.999,47.85765564,8.00343660,6,1049.901,,15.051,87,12,15,,
T,2021-10-10 12:03:22.999,47.85765616,8.00363653,6,1048.794,,14.221,87,12,14,,
T,2021-10-10 12:03:23.999,47.85768809,8.00381870,6,1047.323,,13.081,85,12,14,,
T,2021-10-10 12:03:24.999,47.85770636,8.00399839,6,1045.842,,13.989,86,12,14,,
T,2021-10-10 12:03:25.999,47.85772990,8.00418394,6,1044.579,,14.391,87,12,14,,
T,2021-10-10 12:03:26.999,47.85774013,8.00436562,6,1043.260,,13.336,90,12,14,,
T,2021-10-10 12:03:27.999,47.85774602,8.00453334,6,1041.972,,12.578,84,12,14,,
T,2021-10-10 12:03:28.999,47.85775795,8.00470773,6,1040.832,,13.375,86,12,14,,
T,2021-10-10 12:03:29.999,47.85776278,8.00489215,6,1039.620,,13.856,88,12,14,,
T,2021-10-10 12:03:30.999,47.85776729,8.00507709,4,1038.088,,13.655,85,12,14,,
T,2021-10-10 12:03:31.999,47.85776915,8.00526422,4,1036.655,,13.984,87,12,14,,
T,2021-10-10 12:03:32.999,47.85776971,8.00545208,4,1035.202,,13.983,85,12,14,,
T,2021-10-10 12:03:33.999,47.85777859,8.00563448,4,1033.878,,13.274,86,12,14,,
T,2021-10-10 12:03:34.999,47.85778207,8.00581104,6,1032.571,,13.136,87,12,14,,
T,2021-10-10 12:03:35.999,47.85778637,8.00598416,6,1031.302,,12.513,88,12,14,,
T,2021-10-10 12:03:36.999,47.85778481,8.00614682,6,1030.073,,11.723,96,12,14,,
T,2021-10-10 12:03:37.999,47.85776239,8.00630392,6,1028.976,,12.035,107,12,14,,
T,2021-10-10 12:03:38.999,47.85771946,8.00645544,4,1027.732,,12.252,119,12,14,,
T,2021-10-10 12:03:39.999,47.85764811,8.00658456,4,1026.563,,12.053,133,12,14,,
T,2021-10-10 12:03:40.999,47.85757236,8.00669825,4,1025.301,,11.645,146,12,14,,
T,2021-10-10 12:03:41.999,47.85747561,8.00677420,4,1024.113,,12.035,160,12,14,,
T,2021-10-10 12:03:42.999,47.85736713,8.00682294,4,1022.987,,12.323,169,12,13,,
T,2021-10-10 12:03:43.999,47.85725206,8.00682183,4,1021.987,,12.260,182,12,13,,
T,2021-10-10 12:03:44.999,47.85713967,8.00678893,6,1021.020,,12.506,195,12,13,,
T,2021-10-10 12:03:45.999,47.85703416,8.00673685,6,1020.096,,12.669,203,11,13,,
T,2021-10-10 12:03:46.999,47.85693757,8.00662777,6,1019.067,,13.294,215,11,12,,
T,2021-10-10 12:03:47.999,47.85684391,8.00652182,6,1018.227,,12.830,231,11,12,,
T,2021-10-10 12:03:48.999,47.85675938,8.00641044,6,1017.282,,14.001,232,11,12,,
T,2021-10-10 12:03:49.999,47.85668756,8.00624731,6,1016.548,,14.645,239,11,13,,
T,2021-10-10 12:03:50.999,47.85663651,8.00608370,6,1015.673,,14.236,254,10,13,,
T,2021-10-10 12:03:52,47.85660876,8.00589043,6,1014.677,,14.639,257,11,13,,
T,2021-10-10 12:03:53,47.85657499,8.00568893,6,1013.737,,15.676,261,11,13,,
T,2021-10-10 12:03:54,47.85654915,8.00547699,6,1012.397,,15.271,255,12,14,,
T,2021-10-10 12:03:55,47.85650981,8.00527596,6,1010.980,,14.951,252,12,14,,
T,2021-10-10 12:03:56,47.85646848,8.00508247,6,1009.524,,14.701,248,12,14,,
T,2021-10-10 12:03:57,47.85641777,8.00489441,6,1008.029,,15.236,244,12,14,,
T,2021-10-10 12:03:58,47.85634842,8.00471317,6,1006.575,,15.583,242,12,14,,
T,2021-10-10 12:03:59,47.85626370,8.00453786,6,1005.292,,16.182,242,12,14,,
T,2021-10-10 12:04:00,47.85618180,8.00435271,6,1004.152,,16.546,242,12,14,,
T,2021-10-10 12:04:01,47.85609720,8.00416336,6,1003.178,,17.065,241,11,14,,
T,2021-10-10 12:04:02,47.85600242,8.00397578,6,1002.298,,17.502,240,11,14,,
T,2021-10-10 12:04:03,47.85591016,8.00378081,6,1001.410,,17.970,239,11,14,,
T,2021-10-10 12:04:04,47.85581717,8.00358011,6,1000.555,,18.317,240,11,14,,
T,2021-10-10 12:04:05,47.85572375,8.00337355,6,999.815,,18.619,233,11,14,,
T,2021-10-10 12:04:06,47.85562410,8.00317495,6,999.065,,18.703,230,12,14,,
T,2021-10-10 12:04:07,47.85552016,8.00298867,6,998.276,,17.995,236,12,14,,
T,2021-10-10 12:04:08,47.85543167,8.00278371,6,997.389,,18.907,232,13,14,,
T,2021-10-10 12:04:09,47.85532549,8.00258816,6,996.538,,19.270,234,13,14,,
T,2021-10-10 12:04:10,47.85522408,8.00238171,6,995.684,,19.562,235,13,14,,
T,2021-10-10 12:04:11,47.85512295,8.00216674,6,994.818,,20.053,236,13,14,,
T,2021-10-10 12:04:12,47.85501849,8.00194683,6,993.911,,20.477,236,13,14,,
T,2021-10-10 12:04:13,47.85490603,8.00172989,8,992.990,,20.403,236,12,14,,
T,2021-10-10 12:04:14,47.85479760,8.00150873,8,992.062,,20.375,236,12,14,,
T,2021-10-10 12:04:15,47.85469141,8.00128651,8,991.110,,20.135,236,12,14,,
T,2021-10-10 12:04:16,47.85458619,8.00106644,8,990.163,,19.965,236,12,14,,
T,2021-10-10 12:04:17,47.85449099,8.00084056,8,989.169,,19.747,237,12,14,,
T,2021-10-10 12:04:18,47.85439344,8.00061637,8,988.151,,20.049,236,12,14,,
T,2021-10-10 12:04:19,47.85428840,8.00039386,8,987.138,,19.945,237,12,14,,
T,2021-10-10 12:04:20,47.85418945,8.00016848,8,986.072,,19.747,237,12,13,,
T,2021-10-10 12:04:21,47.85409775,7.99994053,8,984.921,,19.526,241,12,13,,
T,2021-10-10 12:04:22,47.85401570,7.99970201,8,983.777,,19.961,248,11,13,,
T,2021-10-10 12:04:23,47.85394190,7.99945437,8,982.540,,20.120,254,11,13,,
T,2021-10-10 12:04:24,47.85388735,7.99919914,8,981.290,,19.271,257,12,13,,
T,2021-10-10 12:04:25,47.85384555,7.99895742,8,980.008,,17.485,254,12,13,,
T,2021-10-10 12:04:26,47.85381451,7.99873314,8,978.685,,16.626,255,12,14,,
T,2021-10-10 12:04:27,47.85381086,7.99851249,8,977.365,,15.589,254,12,15,,
T,2021-10-10 12:04:28,47.85378368,7.99831693,8,975.907,,14.451,251,12,16,,
T,2021-10-10 12:04:29,47.85375856,7.99813781,8,974.467,,13.662,244,12,17,,
T,2021-10-10 12:04:30,47.85371395,7.99797620,8,973.025,,13.417,241,13,17,,
T,2021-10-10 12:04:31,47.85365469,7.99782059,8,971.670,,13.315,237,13,17,,
T,2021-10-10 12:04:32,47.85358759,7.99767428,8,970.245,,13.360,235,13,17,,
T,2021-10-10 12:04:33,47.85352572,7.99752517,6,968.670,,13.219,234,13,17,,
T,2021-10-10 12:04:34,47.85345462,7.99738579,6,967.165,,13.069,230,13,17,,
T,2021-10-10 12:04:35,47.85338089,7.99725376,6,965.660,,12.720,225,13,16,,
T,2021-10-10 12:04:36,47.85330158,7.99713262,6,964.138,,12.626,217,13,16,,
T,2021-10-10 12:04:37,47.85321162,7.99703435,6,962.653,,12.482,210,13,16,,
T,2021-10-10 12:04:38,47.85311627,7.99695395,6,961.180,,12.578,203,13,16,,
T,2021-10-10 12:04:39,47.85301222,7.99690161,6,959.847,,12.922,199,13,16,,
T,2021-10-10 12:04:40,47.85290650,7.99684457,6,958.635,,13.096,202,13,16,,
T,2021-10-10 12:04:41,47.85280321,7.99677634,6,957.464,,12.809,210,13,16,,
T,2021-10-10 12:04:42,47.85270960,7.99668053,6,956.395,,12.739,214,12,16,,
T,2021-10-10 12:04:43,47.85261945,7.99657942,6,955.452,,12.748,218,12,16,,
T,2021-10-10 12:04:44,47.85253543,7.99646738,6,954.574,,12.572,221,12,16,,
T,2021-10-10 12:04:45,47.85245632,7.99634845,6,953.736,,12.502,221,12,16,,
T,2021-10-10 12:04:46,47.85237237,7.99623999,6,952.926,,12.347,222,12,16,,
T,2021-10-10 12:04:47,47.85229019,7.99613053,6,952.142,,12.162,222,13,16,,
T,2021-10-10 12:04:48,47.85221002,7.99602041,6,951.364,,12.041,222,13,16,,
T,2021-10-10 12:04:49,47.85212964,7.99591339,6,950.595,,11.935,220,13,16,,
T,2021-10-10 12:04:50,47.85204685,7.99581150,6,949.830,,11.882,218,13,16,,
T,2021-10-10 12:04:51,47.85196236,7.99571468,6,949.080,,11.834,216,13,16,,
T,2021-10-10 12:04:52,47.85187614,7.99562280,6,948.374,,11.797,215,13,16,,
T,2021-10-10 12:04:53,47.85178985,7.99553246,6,947.663,,11.712,213,13,16,,
T,2021-10-10 12:04:54,47.85169660,7.99546133,6,947.052,,11.488,211,13,16,,
T,2021-10-10 12:04:55,47.85160623,7.99538614,6,946.482,,11.558,210,13,16,,
T,2021-10-10 12:04:56,47.85151575,7.99530929,6,945.957,,11.702,209,13,16,,
T,2021-10-10 12:04:57,47.85142711,7.99522853,6,945.470,,11.581,210,13,16,,
T,2021-10-10 12:04:58,47.85134071,7.99514435,6,945.020,,11.545,212,12,15,,
T,2021-10-10 12:04:59,47.85125567,7.99505685,6,944.618,,11.743,214,12,15,,
T,2021-10-10 12:05:00,47.85117188,7.99496530,6,944.203,,11.727,216,12,15,,
T,2021-10-10 12:05:01,47.85109267,7.99485363,6,943.727,,11.960,219,12,15,,
T,2021-10-10 12:05:02,47.85100884,7.99474456,6,943.229,,12.188,221,12,15,,
T,2021-10-10 12:05:03,47.85092394,7.99463440,6,942.712,,12.353,224,10,15,,
T,2021-10-10 12:05:04,47.85084128,7.99451642,6,942.183,,12.602,226,11,15,,
T,2021-10-10 12:05:05,47.85075739,7.99439548,6,941.654,,12.880,228,11,15,,
T,2021-10-10 12:05:06,47.85067514,7.99427010,6,941.110,,13.125,230,11,14,,
T,2021-10-10 12:05:07,47.85059396,7.99413860,6,940.562,,13.392,231,11,14,,
T,2021-10-10 12:05:08,47.85051391,7.99399875,6,940.016,,13.882,236,12,15,,
T,2021-10-10 12:05:09,47.85044213,7.99384531,6,939.443,,13.722,239,12,15,,
T,2021-10-10 12:05:10,47.85039346,7.99366329,6,938.785,,14.236,249,13,14,,
T,2021-10-10 12:05:11,47.85034550,7.99347680,6,938.099,,14.409,255,13,15,,
T,2021-10-10 12:05:12,47.85030895,7.99328411,6,937.337,,14.385,258,13,15,,
T,2021-10-10 12:05:13,47.85028807,7.99309502,6,936.530,,13.947,258,14,15,,
T,2021-10-10 12:05:14,47.85026248,7.99290454,6,935.794,,14.741,252,14,15,,
T,2021-10-10 12:05:15,47.85023636,7.99271329,6,935.021,,14.575,248,14,15,,
T,2021-10-10 12:05:16,47.85019256,7.99253290,6,934.253,,14.516,245,14,14,,
T,2021-10-10 12:05:17,47.85013289,7.99235919,6,933.513,,14.310,243,14,14,,
T,2021-10-10 12:05:18,47.85007439,7.99218710,6,932.753,,14.292,237,14,14,,
T,2021-10-10 12:05:19,47.85000425,7.99202659,6,931.988,,14.230,232,14,14,,
T,2021-10-10 12:05:20,47.84991404,7.99188781,6,931.237,,14.274,229,14,14,,
T,2021-10-10 12:05:21,47.84982211,7.99175379,6,930.486,,14.168,226,14,14,,
T,2021-10-10 12:05:22,47.84972640,7.99162709,6,929.733,,14.155,222,14,14,,
T,2021-10-10 12:05:23,47.84962823,7.99150770,6,929.037,,14.129,215,14,14,,
T,2021-10-10 12:05:24,47.84952015,7.99141490,6,928.380,,14.235,205,14,14,,
T,2021-10-10 12:05:25,47.84940224,7.99135676,4,927.739,,13.980,193,14,14,,
T,2021-10-10 12:05:26,47.84927946,7.99133690,4,927.177,,14.083,182,14,14,,
T,2021-10-10 12:05:27,47.84915394,7.99134734,4,926.632,,14.226,177,14,14,,
T,2021-10-10 12:05:28,47.84902793,7.99136053,6,926.113,,14.223,178,13,14,,
T,2021-10-10 12:05:29,47.84890354,7.99135811,6,925.575,,13.677,187,13,14,,
T,2021-10-10 12:05:30,47.84878417,7.99132073,6,925.057,,14.179,199,12,14,,
T,2021-10-10 12:05:31,47.84866790,7.99123788,6,924.615,,14.736,211,12,13,,
T,2021-10-10 12:05:32,47.84856741,7.99111019,6,923.997,,14.389,226,12,13,,
T,2021-10-10 12:05:33,47.84849261,7.99094959,6,923.321,,14.211,237,12,13,,
T,2021-10-10 12:05:34,47.84843514,7.99077394,6,922.744,,14.328,245,12,13,,
T,2021-10-10 12:05:35,47.84839062,7.99059052,6,922.072,,14.434,245,12,12,,
T,2021-10-10 12:05:36,47.84833585,7.99041659,6,921.418,,14.346,237,12,12,,
T,2021-10-10 12:05:37,47.84825756,7.99026095,6,920.779,,14.670,234,12,12,,
T,2021-10-10 12:05:38,47.84816594,7.99011185,6,920.155,,15.160,231,12,12,,
T,2021-10-10 12:05:39,47.84807068,7.98995547,6,919.538,,16.161,230,12,12,,
T,2021-10-10 12:05:40,47.84796680,7.98979301,6,918.878,,17.072,231,12,12,,
T,2021-10-10 12:05:41,47.84786228,7.98961489,6,918.216,,18.050,230,12,12,,
T,2021-10-10 12:05:42,47.84775498,7.98942714,6,917.623,,18.612,230,12,12,,
T,2021-10-10 12:05:43,47.84764542,7.98923813,6,917.018,,18.528,229,12,12,,
T,2021-10-10 12:05:44,47.84753431,7.98905240,6,916.439,,18.545,227,12,12,,
T,2021-10-10 12:05:45,47.84741611,7.98887737,6,915.872,,18.395,224,12,12,,
T,2021-10-10 12:05:46,47.84730624,7.98869609,6,915.286,,18.135,216,12,12,,
T,2021-10-10 12:05:47,47.84717564,7.98855674,6,914.654,,18.213,202,12,12,,
T,2021-10-10 12:05:48,47.84702913,7.98847877,6,914.015,,17.180,197,12,12,,
T,2021-10-10 12:05:49,47.84688617,7.98840886,6,913.335,,17.572,198,12,12,,
T,2021-10-10 12:05:50,47.84674314,7.98831016,8,912.530,,18.475,204,12,12,,
T,2021-10-10 12:05:51,47.84653507,7.98815878,8,911.913,,19.534,218,12,12,,
T,2021-10-10 12:05:52,47.84640986,7.98797228,12,911.260,,17.929,245,12,12,,
T,2021-10-10 12:05:53,47.84635469,7.98774118,8,910.617,,18.020,251,12,12,,
T,2021-10-10 12:05:54,47.84631769,7.98750651,8,909.797,,18.203,248,12,12,,
T,2021-10-10 12:05:55,47.84626325,7.98727670,8,908.909,,18.260,240,12,12,,
T,2021-10-10 12:05:56,47.84617793,7.98707021,8,907.971,,18.606,232,12,12,,
T,2021-10-10 12:05:57,47.84606419,7.98688572,8,907.074,,19.062,227,12,12,,
T,2021-10-10 12:05:58,47.84594048,7.98670889,8,906.110,,19.265,224,12,12,,
T,2021-10-10 12:05:59,47.84581096,7.98654070,8,905.131,,19.089,224,12,12,,
T,2021-10-10 12:06:00,47.84568828,7.98635681,8,904.168,,19.565,233,12,12,,
T,2021-10-10 12:06:01,47.84559054,7.98612710,8,903.169,,20.223,246,12,12,,
T,2021-10-10 12:06:02,47.84552247,7.98587588,8,902.064,,19.664,248,12,12,,
T,2021-10-10 12:06:03,47.84546266,7.98562689,8,900.898,,18.737,250,12,12,,
T,2021-10-10 12:06:04,47.84540924,7.98538909,8,899.667,,18.049,252,12,12,,
T,2021-10-10 12:06:05,47.84536282,7.98515275,6,898.387,,18.042,257,12,12,,
T,2021-10-10 12:06:06,47.84533266,7.98490903,6,896.948,,18.031,256,12,12,,
T,2021-10-10 12:06:07,47.84529823,7.98466655,6,895.560,,18.411,250,12,12,,
T,2021-10-10 12:06:08,47.84524124,7.98443918,6,894.219,,17.552,243,12,12,,
T,2021-10-10 12:06:09,47.84516805,7.98423847,6,892.945,,16.345,240,12,12,,
T,2021-10-10 12:06:10,47.84509820,7.98405337,6,891.689,,15.229,238,12,12,,
T,2021-10-10 12:06:11,47.84503067,7.98388436,6,890.533,,14.003,239,12,12,,
T,2021-10-10 12:06:12,47.84497084,7.98372234,6,889.472,,13.580,241,12,12,,
T,2021-10-10 12:06:13,47.84491636,7.98355627,6,888.471,,13.889,244,12,12,,
T,2021-10-10 12:06:14,47.84486386,7.98338386,6,887.552,,14.197,246,12,12,,
T,2021-10-10 12:06:15,47.84480974,7.98320885,6,886.733,,14.564,252,11,12,,
T,2021-10-10 12:06:16,47.84477524,7.98301921,6,885.989,,14.655,260,11,13,,
T,2021-10-10 12:06:17,47.84475923,7.98282022,6,885.301,,15.149,266,11,13,,
T,2021-10-10 12:06:18,47.84475965,7.98261404,6,884.602,,15.447,271,12,13,,
T,2021-10-10 12:06:19,47.84476894,7.98240343,6,883.863,,15.978,273,12,13,,
T,2021-10-10 12:06:20,47.84478303,7.98218934,6,883.158,,16.052,275,12,13,,
T,2021-10-10 12:06:21,47.84479901,7.98197466,6,882.566,,16.290,270,12,13,,
T,2021-10-10 12:06:22,47.84479400,7.98175778,6,881.986,,16.408,267,12,13,,
T,2021-10-10 12:06:23,47.84478946,7.98154568,6,881.418,,16.210,264,12,13,,
T,2021-10-10 12:06:24,47.84477583,7.98133924,6,880.778,,15.548,262,12,13,,
T,2021-10-10 12:06:25,47.84475134,7.98114927,6,880.141,,14.017,258,12,13,,
T,2021-10-10 12:06:26,47.84472581,7.98098157,6,879.534,,11.911,253,12,13,,
T,2021-10-10 12:06:27,47.84469974,7.98084432,6,879.036,,9.695,254,12,13,,
T,2021-10-10 12:06:28,47.84468246,7.98072311,6,878.456,,8.874,253,12,13,,
T,2021-10-10 12:06:29,47.84466301,7.98060927,6,877.974,,8.664,256,12,13,,
T,2021-10-10 12:06:30,47.84464559,7.98049245,6,877.550,,8.828,255,12,13,,
T,2021-10-10 12:06:31,47.84461982,7.98037517,6,877.147,,9.588,258,12,13,,
T,2021-10-10 12:06:32,47.84459776,7.98025244,6,876.754,,9.784,259,12,13,,
T,2021-10-10 12:06:33,47.84458297,7.98012225,6,876.403,,10.022,259,12,13,,
T,2021-10-10 12:06:34,47.84456942,7.97998775,6,876.088,,10.284,260,12,13,,
T,2021-10-10 12:06:35,47.84454812,7.97985289,6,875.816,,10.342,256,12,13,,
T,2021-10-10 12:06:36,47.84453466,7.97970856,6,875.517,,10.945,258,12,13,,
T,2021-10-10 12:06:37,47.84451838,7.97956019,6,875.316,,11.041,256,12,14,,
T,2021-10-10 12:06:38,47.84449711,7.97941289,6,875.113,,11.271,255,13,15,,
T,2021-10-10 12:06:39,47.84447154,7.97926484,6,874.829,,11.345,253,13,15,,
T,2021-10-10 12:06:40,47.84443822,7.97911822,6,874.505,,11.629,251,13,15,,
T,2021-10-10 12:06:41,47.84439461,7.97897177,6,874.177,,11.962,250,13,15,,
T,2021-10-10 12:06:42,47.84434780,7.97882327,6,873.816,,12.277,247,13,15,,
T,2021-10-10 12:06:43,47.84428981,7.97867430,6,873.420,,12.592,245,13,15,,
T,2021-10-10 12:06:44,47.84423094,7.97852470,6,872.993,,12.988,244,14,15,,
T,2021-10-10 12:06:45,47.84416910,7.97837306,6,872.533,,13.268,244,14,15,,
T,2021-10-10 12:06:46,47.84410895,7.97821586,6,872.034,,13.569,246,14,15,,
T,2021-10-10 12:06:47,47.84405131,7.97805187,6,871.483,,13.927,247,14,16,,
T,2021-10-10 12:06:48,47.84399700,7.97788018,6,870.886,,14.307,250,14,16,,
T,2021-10-10 12:06:49,47.84395431,7.97769484,6,870.234,,14.572,254,14,16,,
T,2021-10-10 12:06:50,47.84391992,7.97750755,6,869.515,,14.024,257,14,16,,
T,2021-10-10 12:06:51,47.84389511,7.97732083,6,868.726,,13.999,261,14,16,,
T,2021-10-10 12:06:52,47.84387223,7.97713542,6,867.916,,13.735,262,14,16,,
T,2021-10-10 12:06:53,47.84384648,7.97695461,6,867.083,,13.488,263,14,16,,
T,2021-10-10 12:06:54,47.84381578,7.97677707,6,866.368,,13.532,263,14,16,,
T,2021-10-10 12:06:55,47.84384507,7.97658086,6,865.495,,13.695,262,15,16,,
T,2021-10-10 12:06:56,47.84385264,7.97638989,6,864.594,,13.841,259,15,16,,
T,2021-10-10 12:06:57,47.84383493,7.97620380,6,863.702,,13.997,256,15,16,,
T,2021-10-10 12:06:58,47.84379152,7.97602186,6,862.748,,14.123,249,15,16,,
