type,date time,latitude,longitude,accuracy(m),altitude(m),geoid_height(m),speed(m/s),bearing(deg),sat_used,sat_inview,name,desc
T,2021-10-10 14:14:16,47.82871249,7.94878672,6,715.024,,1.482,206,12,15,,
T,2021-10-10 14:14:17,47.82870501,7.94878009,6,715.039,,1.316,211,12,15,,
T,2021-10-10 14:14:18,47.82870032,7.94877586,6,715.181,,1.394,214,12,15,,
T,2021-10-10 14:14:19,47.82869569,7.94877255,6,715.291,,1.456,210,12,15,,
T,2021-10-10 14:14:20,47.82868878,7.94876694,6,715.389,,1.516,217,12,15,,
T,2021-10-10 14:14:21,47.82868219,7.94876125,6,715.482,,1.553,226,12,15,,
T,2021-10-10 14:14:22,47.82867715,7.94875683,6,715.567,,1.561,226,12,15,,
T,2021-10-10 14:14:23,47.82867274,7.94875224,6,715.616,,1.580,231,12,15,,
T,2021-10-10 14:14:24,47.82866899,7.94874688,6,715.648,,1.621,223,12,15,,
T,2021-10-10 14:14:25,47.82866560,7.94874052,6,715.680,,2.042,230,12,15,,
T,2021-10-10 14:14:26,47.82866106,7.94872981,6,715.719,,2.407,233,12,15,,
T,2021-10-10 14:14:27,47.82865634,7.94871887,6,715.731,,2.271,235,12,15,,
T,2021-10-10 14:14:28,47.82865248,7.94870882,6,715.750,,2.112,236,12,15,,
T,2021-10-10 14:14:29,47.82864948,7.94870051,6,715.757,,2.078,249,12,15,,
T,2021-10-10 14:14:30,47.82864438,7.94867088,6,715.772,,2.066,260,12,15,,
T,2021-10-10 14:14:31,47.82865473,7.94865012,6,715.773,,2.211,316,12,15,,
T,2021-10-10 14:14:32,47.82866288,7.94863331,6,715.771,,2.025,314,12,15,,
T,2021-10-10 14:14:33,47.82867358,7.94863026,6,715.772,,1.863,350,12,15,,
T,2021-10-10 14:14:34,47.82868455,7.94862627,6,715.768,,1.747,349,12,15,,
T,2021-10-10 14:14:35,47.82869172,7.94861829,6,715.744,,1.401,333,12,15,,
T,2021-10-10 14:14:36,47.82869300,7.94860288,6,715.729,,1.351,291,12,15,,
T,2021-10-10 14:14:37,47.82868704,7.94858860,6,715.729,,1.310,250,12,15,,
T,2021-10-10 14:14:38,47.82867825,7.94857899,6,715.735,,1.303,229,12,16,,
T,2021-10-10 14:14:39,47.82867245,7.94856689,6,715.718,,1.317,243,12,16,,
T,2021-10-10 14:14:40,47.82866744,7.94855414,6,715.692,,1.335,245,12,16,,
T,2021-10-10 14:14:41,47.82866304,7.94853987,6,715.668,,1.400,248,12,16,,
T,2021-10-10 14:14:42,47.82866107,7.94852541,6,715.659,,1.417,260,12,16,,
T,2021-10-10 14:14:43,47.82866115,7.94851270,6,715.642,,1.403,268,12,16,,
T,2021-10-10 14:14:44,47.82866322,7.94850203,6,715.623,,1.409,277,12,16,,
T,2021-10-10 14:14:45,47.82866212,7.94849594,6,715.623,,1.362,259,12,16,,
T,2021-10-10 14:14:46,47.82866158,7.94849031,6,715.609,,1.121,259,12,16,,
T,2021-10-10 14:14:47,47.82866664,7.94848494,6,715.582,,0.928,302,12,16,,
T,2021-10-10 14:14:48,47.82867201,7.94847681,6,715.558,,1.007,302,12,16,,
T,2021-10-10 14:14:49,47.82867798,7.94846766,6,715.548,,1.114,307,12,16,,
T,2021-10-10 14:14:50,47.82867971,7.94847190,6,715.547,,1.202,314,12,16,,
T,2021-10-10 14:14:51,47.82868100,7.94847713,6,715.526,,1.274,348,12,16,,
T,2021-10-10 14:14:52,47.82868199,7.94848202,6,715.494,,1.109,351,12,16,,
T,2021-10-10 14:14:53,47.82868277,7.94848606,6,715.489,,0.885,345,12,16,,
T,2021-10-10 14:14:54,47.82868395,7.94848948,6,715.483,,0.732,347,12,16,,
T,2021-10-10 14:14:55,47.82868437,7.94848912,6,715.402,,0.512,348,12,16,,
T,2021-10-10 14:14:56,47.82868607,7.94849073,6,715.393,,0.363,350,12,16,,
T,2021-10-10 14:14:57,47.82868607,7.94849073,6,715.381,,0.000,,12,16,,
T,2021-10-10 14:14:58,47.82868607,7.94849073,6,715.244,,0.000,,12,16,,
T,2021-10-10 14:14:59,47.82868607,7.94849073,6,715.227,,0.000,,12,16,,
T,2021-10-10 14:15:00,47.82868607,7.94849073,6,715.210,,0.000,,12,16,,
T,2021-10-10 14:15:01,47.82868607,7.94849073,6,715.193,,0.000,,12,16,,
T,2021-10-10 14:15:02,47.82868607,7.94849073,6,715.177,,0.000,,12,16,,
T,2021-10-10 14:15:03,47.82868607,7.94849073,6,715.036,,0.000,,12,16,,
T,2021-10-10 14:15:04,47.82868607,7.94849073,6,714.913,,0.000,,12,16,,
T,2021-10-10 14:15:05,47.82868607,7.94849073,6,714.799,,0.000,,12,16,,
T,2021-10-10 14:15:06,47.82868607,7.94849073,8,714.683,,0.000,,12,16,,
T,2021-10-10 14:15:07,47.82868607,7.94849073,8,714.573,,0.000,,12,16,,
T,2021-10-10 14:15:08,47.82868607,7.94849073,8,714.564,,0.000,,12,16,,
T,2021-10-10 14:15:09,47.82868607,7.94849073,8,714.493,,0.000,,12,16,,
T,2021-10-10 14:15:10,47.82868607,7.94849073,8,714.417,,0.000,,12,16,,
T,2021-10-10 14:15:11,47.82868607,7.94849073,8,714.356,,0.000,,12,16,,
T,2021-10-10 14:15:12,47.82868607,7.94849073,8,714.299,,0.000,,12,16,,
T,2021-10-10 14:15:13,47.82868607,7.94849073,8,714.230,,0.000,,12,16,,
T,2021-10-10 14:15:14,47.82868607,7.94849073,8,714.166,,0.000,,12,16,,
T,2021-10-10 14:15:15,47.82868607,7.94849073,8,714.078,,0.000,,12,16,,
T,2021-10-10 14:15:16,47.82868607,7.94849073,8,713.995,,0.000,,12,16,,
T,2021-10-10 14:15:17,47.82868607,7.94849073,8,713.987,,0.000,,12,16,,
T,2021-10-10 14:15:18,47.82868607,7.94849073,8,713.979,,0.000,,12,16,,
T,2021-10-10 14:15:19,47.82868607,7.94849073,8,713.878,,0.000,,12,16,,
T,2021-10-10 14:15:20,47.82868607,7.94849073,8,713.869,,0.000,,12,16,,
T,2021-10-10 14:15:21,47.82868607,7.94849073,8,713.779,,0.000,,12,16,,
T,2021-10-10 14:15:22,47.82869860,7.94850296,8,713.709,,0.772,224,12,16,,
T,2021-10-10 14:15:23,47.82870039,7.94850071,8,713.657,,0.732,228,12,16,,
T,2021-10-10 14:15:24,47.82870286,7.94849662,8,713.630,,0.705,232,12,16,,
T,2021-10-10 14:15:25,47.82870496,7.94849274,6,713.603,,0.899,232,12,16,,
T,2021-10-10 14:15:26,47.82870816,7.94848711,6,713.600,,1.117,235,12,16,,
T,2021-10-10 14:15:27,47.82871026,7.94848274,6,713.558,,1.268,251,12,16,,
T,2021-10-10 14:15:28,47.82871187,7.94847844,6,713.483,,1.333,246,12,16,,
T,2021-10-10 14:15:29,47.82871440,7.94847288,6,713.441,,1.427,248,13,16,,
T,2021-10-10 14:15:30,47.82871692,7.94846925,6,713.405,,1.452,246,13,16,,
T,2021-10-10 14:15:31,47.82872047,7.94846440,6,713.375,,1.421,256,13,16,,
T,2021-10-10 14:15:32,47.82872583,7.94845849,6,713.361,,1.212,262,13,16,,
T,2021-10-10 14:15:33,47.82873101,7.94845315,6,713.364,,1.085,263,13,16,,
T,2021-10-10 14:15:34,47.82873890,7.94844563,6,713.377,,1.228,259,13,16,,
T,2021-10-10 14:15:35,47.82874651,7.94843751,6,713.392,,1.336,259,13,16,,
T,2021-10-10 14:15:36,47.82875314,7.94843055,6,713.407,,1.377,268,13,16,,
T,2021-10-10 14:15:37,47.82875997,7.94842351,6,713.428,,1.392,281,13,16,,
T,2021-10-10 14:15:38,47.82876645,7.94841624,6,713.471,,1.442,291,13,16,,
T,2021-10-10 14:15:39,47.82877381,7.94840980,6,713.537,,1.484,291,13,16,,
T,2021-10-10 14:15:40,47.82877914,7.94840491,6,713.593,,1.508,287,13,16,,
T,2021-10-10 14:15:41,47.82878286,7.94840067,4,713.654,,1.604,287,13,16,,
T,2021-10-10 14:15:42,47.82878684,7.94839563,4,713.686,,1.455,288,13,16,,
T,2021-10-10 14:15:43,47.82879140,7.94838892,4,713.690,,1.264,282,13,16,,
T,2021-10-10 14:15:44,47.82879685,7.94837992,4,713.692,,1.145,284,12,16,,
T,2021-10-10 14:15:45,47.82880098,7.94837250,6,713.729,,0.932,287,12,16,,
T,2021-10-10 14:15:46,47.82880408,7.94836673,6,713.733,,0.773,288,12,16,,
T,2021-10-10 14:15:47,47.82880596,7.94836318,6,713.793,,0.560,278,11,16,,
T,2021-10-10 14:15:48,47.82880731,7.94836041,6,713.798,,0.408,278,12,16,,
T,2021-10-10 14:15:49,47.82880731,7.94836041,4,713.852,,0.000,,12,16,,
T,2021-10-10 14:15:50,47.82880731,7.94836041,4,713.896,,0.000,,13,16,,
T,2021-10-10 14:15:51,47.82880731,7.94836041,4,713.921,,0.000,,13,16,,
T,2021-10-10 14:15:52,47.82880731,7.94836041,4,713.963,,0.000,,13,16,,
T,2021-10-10 14:15:53,47.82880731,7.94836041,6,713.967,,0.000,,13,16,,
T,2021-10-10 14:15:54,47.82880731,7.94836041,6,713.971,,0.000,,13,16,,
T,2021-10-10 14:15:55,47.82880731,7.94836041,6,713.974,,0.000,,13,16,,
T,2021-10-10 14:15:56,47.82880731,7.94836041,6,713.975,,0.000,,13,16,,
T,2021-10-10 14:15:57,47.82881809,7.94834176,6,713.977,,0.402,291,13,16,,
T,2021-10-10 14:15:58,47.82881851,7.94834145,6,713.982,,0.429,291,12,16,,
T,2021-10-10 14:15:59,47.82881850,7.94834192,6,713.982,,0.458,328,12,16,,
T,2021-10-10 14:16:00,47.82881844,7.94834242,6,713.980,,0.478,328,12,16,,
T,2021-10-10 14:16:01,47.82881844,7.94834303,4,713.979,,0.413,305,12,16,,
T,2021-10-10 14:16:02,47.82881847,7.94834369,4,713.974,,0.367,306,12,16,,
T,2021-10-10 14:16:03,47.82881891,7.94834433,4,713.962,,0.406,290,12,16,,
T,2021-10-10 14:16:04,47.82881987,7.94834439,4,713.961,,0.438,290,12,16,,
T,2021-10-10 14:16:05,47.82882078,7.94834425,6,713.959,,0.391,291,12,16,,
T,2021-10-10 14:16:06,47.82882188,7.94834414,6,713.947,,0.507,296,12,16,,
T,2021-10-10 14:16:07,47.82882299,7.94834433,6,713.924,,0.507,301,12,16,,
T,2021-10-10 14:16:08,47.82882409,7.94834447,6,713.904,,0.517,305,12,16,,
T,2021-10-10 14:16:09,47.82882505,7.94834457,6,713.884,,0.750,308,12,16,,
T,2021-10-10 14:16:10,47.82882550,7.94834409,6,713.883,,0.754,309,12,16,,
T,2021-10-10 14:16:11,47.82882564,7.94834352,6,713.879,,0.530,309,11,16,,
T,2021-10-10 14:16:12,47.82882574,7.94834278,6,713.878,,0.374,310,11,16,,
T,2021-10-10 14:16:13,47.82882574,7.94834278,4,713.875,,0.000,,12,16,,
T,2021-10-10 14:16:14,47.82882574,7.94834278,4,713.874,,0.000,,12,16,,
T,2021-10-10 14:16:15,47.82882574,7.94834278,4,713.873,,0.000,,12,16,,
T,2021-10-10 14:16:16,47.82882574,7.94834278,4,713.875,,0.000,,12,16,,
T,2021-10-10 14:16:17,47.82882574,7.94834278,4,713.877,,0.000,,12,16,,
T,2021-10-10 14:16:18,47.82882574,7.94834278,4,713.879,,0.000,,12,16,,
T,2021-10-10 14:16:19,47.82882574,7.94834278,4,713.911,,0.000,,12,15,,
T,2021-10-10 14:16:20,47.82882574,7.94834278,4,713.914,,0.000,,12,15,,
T,2021-10-10 14:16:21,47.82882574,7.94834278,4,713.918,,0.000,,12,15,,
T,2021-10-10 14:16:22,47.82882574,7.94834278,4,713.923,,0.000,,12,16,,
T,2021-10-10 14:16:23,47.82882574,7.94834278,4,713.927,,0.000,,12,16,,
T,2021-10-10 14:16:24,47.82882574,7.94834278,4,713.964,,0.000,,12,16,,
T,2021-10-10 14:16:25,47.82882574,7.94834278,4,713.992,,0.000,,12,16,,
T,2021-10-10 14:16:26,47.82883078,7.94833651,4,714.026,,0.488,24,12,16,,
T,2021-10-10 14:16:27,47.82883245,7.94833247,4,714.065,,0.850,1,12,16,,
T,2021-10-10 14:16:28,47.82883367,7.94832840,4,714.100,,1.085,339,12,16,,
T,2021-10-10 14:16:29,47.82883456,7.94832686,4,714.104,,0.962,338,12,16,,
T,2021-10-10 14:16:30,47.82883552,7.94832660,4,714.155,,0.776,292,12,16,,
T,2021-10-10 14:16:31,47.82883561,7.94832687,4,714.218,,0.637,291,11,16,,
T,2021-10-10 14:16:32,47.82883331,7.94832448,4,714.289,,0.439,264,11,16,,
T,2021-10-10 14:16:33,47.82883123,7.94832408,4,714.356,,0.448,257,12,16,,
T,2021-10-10 14:16:34,47.82882884,7.94832358,4,714.415,,0.681,254,12,16,,
T,2021-10-10 14:16:35,47.82882200,7.94832256,4,714.457,,0.686,241,11,16,,
T,2021-10-10 14:16:36,47.82881574,7.94832446,6,714.496,,0.559,223,11,16,,
T,2021-10-10 14:16:37,47.82881166,7.94832702,6,714.527,,0.649,210,10,15,,
T,2021-10-10 14:16:38,47.82880786,7.94833099,6,714.558,,0.871,180,9,16,,
T,2021-10-10 14:16:39,47.82880586,7.94833392,8,714.585,,0.860,174,10,16,,
T,2021-10-10 14:16:40,47.82880529,7.94833448,8,714.588,,0.702,176,11,16,,
T,2021-10-10 14:16:41,47.82880514,7.94833408,8,714.589,,0.591,177,11,16,,
T,2021-10-10 14:16:42,47.82880383,7.94833648,8,714.612,,0.423,172,11,16,,
T,2021-10-10 14:16:43,47.82880320,7.94833704,8,714.613,,0.299,172,10,15,,
T,2021-10-10 14:16:44,47.82880293,7.94833668,8,714.626,,0.287,169,11,16,,
T,2021-10-10 14:16:45,47.82880240,7.94833694,8,714.612,,0.431,166,11,15,,
T,2021-10-10 14:16:46,47.82880305,7.94833545,8,714.608,,0.445,167,12,15,,
T,2021-10-10 14:16:47,47.82880410,7.94833402,6,714.565,,0.304,166,12,15,,
T,2021-10-10 14:16:48,47.82880606,7.94833194,6,714.520,,0.197,166,12,15,,
T,2021-10-10 14:16:49,47.82880606,7.94833194,6,714.480,,0.000,,12,15,,
T,2021-10-10 14:16:50,47.82880606,7.94833194,6,714.460,,0.000,,12,15,,
T,2021-10-10 14:16:51,47.82880606,7.94833194,6,714.377,,0.000,,12,15,,
T,2021-10-10 14:16:52,47.82880606,7.94833194,6,714.272,,0.000,,12,15,,
T,2021-10-10 14:16:53,47.82880606,7.94833194,6,714.259,,0.000,,12,15,,
T,2021-10-10 14:16:54,47.82880606,7.94833194,6,714.249,,0.000,,11,15,,
T,2021-10-10 14:16:55,47.82880606,7.94833194,6,714.133,,0.000,,11,15,,
T,2021-10-10 14:16:56,47.82880606,7.94833194,6,714.009,,0.000,,10,15,,
T,2021-10-10 14:16:57,47.82880606,7.94833194,6,713.873,,0.000,,9,15,,
T,2021-10-10 14:16:58,47.82880606,7.94833194,8,713.735,,0.000,,10,15,,
T,2021-10-10 14:16:59,47.82880606,7.94833194,8,713.583,,0.000,,10,15,,
T,2021-10-10 14:17:00,47.82880606,7.94833194,8,713.436,,0.000,,9,14,,
T,2021-10-10 14:17:01,47.82880606,7.94833194,8,713.422,,0.000,,12,18,,
T,2021-10-10 14:17:02,47.82880606,7.94833194,8,713.281,,0.000,,9,14,,
T,2021-10-10 14:17:03,47.82880606,7.94833194,8,713.268,,0.000,,10,14,,
T,2021-10-10 14:17:04,47.82880606,7.94833194,8,713.111,,0.000,,9,14,,
T,2021-10-10 14:17:05,47.82880606,7.94833194,8,713.098,,0.000,,13,18,,
T,2021-10-10 14:17:06,47.82880606,7.94833194,8,713.081,,0.000,,9,13,,
T,2021-10-10 14:17:07,47.82880606,7.94833194,8,713.057,,0.000,,9,13,,
T,2021-10-10 14:17:08,47.82880606,7.94833194,8,713.035,,0.000,,13,18,,
T,2021-10-10 14:17:09,47.82880606,7.94833194,8,712.821,,0.000,,13,18,,
T,2021-10-10 14:17:10,47.82880606,7.94833194,8,712.617,,0.000,,8,12,,
T,2021-10-10 14:17:11,47.82880606,7.94833194,8,712.403,,0.000,,9,13,,
T,2021-10-10 14:17:12,47.82880606,7.94833194,8,712.201,,0.000,,9,14,,
T,2021-10-10 14:17:13,47.82880606,7.94833194,8,711.990,,0.000,,9,13,,
T,2021-10-10 14:17:14,47.82880606,7.94833194,8,711.970,,0.000,,9,14,,
T,2021-10-10 14:17:15,47.82880606,7.94833194,8,711.744,,0.000,,9,14,,
T,2021-10-10 14:17:16,47.82880606,7.94833194,8,711.509,,0.000,,9,13,,
T,2021-10-10 14:17:17,47.82880606,7.94833194,8,711.275,,0.000,,9,13,,
T,2021-10-10 14:17:18,47.82880606,7.94833194,8,711.069,,0.000,,8,11,,
T,2021-10-10 14:17:19,47.82880606,7.94833194,8,710.877,,0.000,,12,16,,
T,2021-10-10 14:17:20,47.82880606,7.94833194,8,710.725,,0.000,,8,11,,
T,2021-10-10 14:17:21,47.82880606,7.94833194,8,710.611,,0.000,,12,16,,
T,2021-10-10 14:17:22,47.82880606,7.94833194,8,710.364,,0.000,,7,11,,
T,2021-10-10 14:17:23,47.82880606,7.94833194,8,707.646,,0.000,,11,14,,
T,2021-10-10 14:17:24,47.82880606,7.94833194,12,706.604,,0.000,,11,14,,
T,2021-10-10 14:17:25,47.82880606,7.94833194,12,705.445,,0.000,,11,15,,
T,2021-10-10 14:17:26,47.82880606,7.94833194,12,705.303,,0.000,,11,15,,
T,2021-10-10 14:17:27,47.82880606,7.94833194,12,705.166,,0.000,,11,15,,
T,2021-10-10 14:17:28,47.82880606,7.94833194,12,705.028,,0.000,,11,15,,
T,2021-10-10 14:17:29,47.82880606,7.94833194,12,704.918,,0.000,,9,12,,
T,2021-10-10 14:17:30,47.82880606,7.94833194,12,704.911,,0.000,,13,16,,
T,2021-10-10 14:17:31,47.82880606,7.94833194,12,704.866,,0.000,,13,15,,
T,2021-10-10 14:17:32,47.82880606,7.94833194,12,704.814,,0.000,,12,15,,
T,2021-10-10 14:17:33,47.82880606,7.94833194,12,704.776,,0.000,,12,15,,
T,2021-10-10 14:17:34,47.82880606,7.94833194,12,704.769,,0.000,,8,11,,
T,2021-10-10 14:17:35,47.82880606,7.94833194,12,704.720,,0.000,,9,11,,
T,2021-10-10 14:17:36,47.82880606,7.94833194,12,704.726,,0.000,,9,12,,
T,2021-10-10 14:17:37,47.82880606,7.94833194,12,704.733,,0.000,,10,12,,
T,2021-10-10 14:17:38,47.82880606,7.94833194,12,704.814,,0.000,,10,12,,
T,2021-10-10 14:17:39,47.82880606,7.94833194,12,704.878,,0.000,,10,11,,
T,2021-10-10 14:17:40,47.82880606,7.94833194,12,704.947,,0.000,,9,11,,
T,2021-10-10 14:17:41,47.82880606,7.94833194,12,705.039,,0.000,,10,12,,
T,2021-10-10 14:17:42,47.82880606,7.94833194,12,705.131,,0.000,,11,12,,
T,2021-10-10 14:17:43,47.82880606,7.94833194,12,705.140,,0.000,,11,13,,
T,2021-10-10 14:17:44,47.82880606,7.94833194,12,705.239,,0.000,,11,13,,
T,2021-10-10 14:17:45,47.82880606,7.94833194,12,705.252,,0.000,,12,13,,
T,2021-10-10 14:17:46,47.82880606,7.94833194,12,705.263,,0.000,,12,13,,
T,2021-10-10 14:17:47,47.82880606,7.94833194,12,705.269,,0.000,,12,14,,
T,2021-10-10 14:17:48,47.82880606,7.94833194,8,705.320,,0.000,,12,14,,
T,2021-10-10 14:17:49,47.82880606,7.94833194,8,705.316,,0.000,,11,14,,
T,2021-10-10 14:17:50,47.82878251,7.94834937,8,705.311,,0.382,220,11,14,,
T,2021-10-10 14:17:51,47.82877934,7.94835261,8,705.337,,0.434,215,12,14,,
T,2021-10-10 14:17:52,47.82877777,7.94835462,8,705.437,,0.401,215,12,14,,
T,2021-10-10 14:17:53,47.82877703,7.94835628,8,705.530,,0.375,212,12,14,,
T,2021-10-10 14:17:54,47.82877619,7.94835693,8,705.605,,0.265,208,12,14,,
T,2021-10-10 14:17:55,47.82877554,7.94835676,8,705.611,,0.189,207,12,14,,
T,2021-10-10 14:17:56,47.82877554,7.94835676,8,705.618,,0.000,,12,14,,
T,2021-10-10 14:17:57,47.82877554,7.94835676,8,705.638,,0.000,,12,14,,
T,2021-10-10 14:17:58,47.82877554,7.94835676,8,705.638,,0.000,,12,14,,
T,2021-10-10 14:17:59,47.82877554,7.94835676,8,705.668,,0.000,,12,14,,
T,2021-10-10 14:18:00,47.82877554,7.94835676,8,705.676,,0.000,,12,14,,
T,2021-10-10 14:18:01,47.82877554,7.94835676,8,705.826,,0.000,,12,14,,
T,2021-10-10 14:18:02,47.82877554,7.94835676,8,705.839,,0.000,,12,14,,
T,2021-10-10 14:18:03,47.82877554,7.94835676,8,705.978,,0.000,,12,14,,
T,2021-10-10 14:18:04,47.82877554,7.94835676,8,705.989,,0.000,,13,14,,
T,2021-10-10 14:18:05,47.82877554,7.94835676,8,706.102,,0.000,,13,14,,
T,2021-10-10 14:18:06,47.82877554,7.94835676,8,706.112,,0.000,,13,14,,
T,2021-10-10 14:18:07,47.82877554,7.94835676,8,706.125,,0.000,,12,14,,
T,2021-10-10 14:18:08,47.82877554,7.94835676,6,706.252,,0.000,,12,14,,
T,2021-10-10 14:18:09,47.82877554,7.94835676,6,706.400,,0.000,,12,14,,
T,2021-10-10 14:18:10,47.82877554,7.94835676,6,706.413,,0.000,,12,14,,
T,2021-10-10 14:18:11,47.82877554,7.94835676,6,706.426,,0.000,,12,14,,
T,2021-10-10 14:18:12,47.82877554,7.94835676,6,706.561,,0.000,,12,14,,
T,2021-10-10 14:18:13,47.82877554,7.94835676,6,706.574,,0.000,,13,14,,
T,2021-10-10 14:18:14,47.82877554,7.94835676,6,706.588,,0.000,,13,14,,
T,2021-10-10 14:18:15,47.82877554,7.94835676,6,706.733,,0.000,,13,14,,
T,2021-10-10 14:18:16,47.82875429,7.94832146,6,706.747,,0.526,208,13,15,,
T,2021-10-10 14:18:17,47.82875279,7.94831754,6,706.888,,0.616,212,13,15,,
T,2021-10-10 14:18:18,47.82875221,7.94831366,6,706.905,,0.443,216,13,15,,
T,2021-10-10 14:18:19,47.82875174,7.94830991,6,707.080,,0.471,220,13,15,,
T,2021-10-10 14:18:20,47.82875076,7.94830583,6,707.230,,0.496,222,13,15,,
T,2021-10-10 14:18:21,47.82874973,7.94830233,6,707.372,,0.361,217,12,14,,
T,2021-10-10 14:18:22,47.82874843,7.94829854,6,707.386,,0.270,219,12,15,,
T,2021-10-10 14:18:23,47.82874843,7.94829854,6,707.399,,0.000,,12,15,,
T,2021-10-10 14:18:24,47.82874843,7.94829854,6,707.532,,0.000,,12,15,,
T,2021-10-10 14:18:25,47.82874843,7.94829854,6,707.545,,0.000,,12,15,,
T,2021-10-10 14:18:26,47.82874843,7.94829854,6,707.687,,0.000,,12,15,,
T,2021-10-10 14:18:27,47.82874843,7.94829854,6,707.703,,0.000,,12,14,,
T,2021-10-10 14:18:28,47.82874843,7.94829854,6,707.719,,0.000,,12,14,,
T,2021-10-10 14:18:29,47.82874843,7.94829854,6,707.737,,0.000,,12,14,,
T,2021-10-10 14:18:30,47.82874843,7.94829854,6,707.976,,0.000,,12,14,,
T,2021-10-10 14:18:31,47.82874843,7.94829854,6,708.234,,0.000,,12,14,,
T,2021-10-10 14:18:32,47.82874843,7.94829854,6,708.262,,0.000,,12,15,,
T,2021-10-10 14:18:33,47.82874843,7.94829854,6,708.572,,0.000,,12,15,,
T,2021-10-10 14:18:34,47.82874843,7.94829854,6,708.908,,0.000,,12,15,,
T,2021-10-10 14:18:35,47.82874843,7.94829854,6,709.238,,0.000,,12,15,,
T,2021-10-10 14:18:36,47.82874843,7.94829854,6,709.272,,0.000,,12,15,,
T,2021-10-10 14:18:37,47.82874843,7.94829854,6,709.306,,0.000,,12,15,,
T,2021-10-10 14:18:38,47.82874843,7.94829854,6,709.339,,0.000,,12,14,,
T,2021-10-10 14:18:39,47.82874843,7.94829854,6,709.648,,0.000,,12,14,,
T,2021-10-10 14:18:40,47.82874843,7.94829854,6,709.941,,0.000,,12,14,,
T,2021-10-10 14:18:41,47.82874843,7.94829854,6,710.205,,0.000,,12,14,,
T,2021-10-10 14:18:42,47.82874843,7.94829854,6,710.227,,0.000,,12,14,,
T,2021-10-10 14:18:43,47.82874843,7.94829854,6,710.463,,0.000,,12,14,,
T,2021-10-10 14:18:44,47.82874843,7.94829854,6,710.690,,0.000,,12,15,,
T,2021-10-10 14:18:45,47.82874843,7.94829854,6,710.890,,0.000,,12,15,,
T,2021-10-10 14:18:46,47.82874843,7.94829854,6,711.104,,0.000,,12,15,,
T,2021-10-10 14:18:47,47.82874843,7.94829854,6,711.316,,0.000,,12,14,,
T,2021-10-10 14:18:48,47.82874843,7.94829854,6,711.525,,0.000,,12,14,,
T,2021-10-10 14:18:49,47.82874015,7.94830889,6,711.750,,0.429,185,12,14,,
T,2021-10-10 14:18:50,47.82873961,7.94831364,6,711.940,,0.471,177,12,14,,
T,2021-10-10 14:18:51,47.82873919,7.94831840,6,711.958,,0.429,173,12,14,,
T,2021-10-10 14:18:52,47.82873863,7.94832378,6,711.978,,0.401,168,12,14,,
T,2021-10-10 14:18:53,47.82873814,7.94832841,6,712.005,,0.282,165,12,15,,
T,2021-10-10 14:18:54,47.82873759,7.94833228,6,712.035,,0.202,162,12,15,,
T,2021-10-10 14:18:55,47.82873759,7.94833228,6,712.352,,0.000,,12,15,,
T,2021-10-10 14:18:56,47.82873759,7.94833228,6,712.385,,0.000,,12,15,,
T,2021-10-10 14:18:57,47.82873759,7.94833228,6,712.419,,0.000,,12,15,,
T,2021-10-10 14:18:58,47.82873759,7.94833228,6,712.759,,0.000,,12,15,,
T,2021-10-10 14:18:59,47.82873759,7.94833228,6,712.794,,0.000,,12,15,,
T,2021-10-10 14:19:00,47.82873759,7.94833228,6,712.834,,0.000,,12,15,,
T,2021-10-10 14:19:01,47.82873759,7.94833228,6,713.274,,0.000,,12,15,,
T,2021-10-10 14:19:02,47.82873759,7.94833228,6,713.743,,0.000,,12,14,,
T,2021-10-10 14:19:03,47.82873759,7.94833228,6,713.792,,0.000,,12,14,,
T,2021-10-10 14:19:04,47.82873759,7.94833228,6,714.325,,0.000,,12,15,,
T,2021-10-10 14:19:05,47.82873759,7.94833228,6,714.383,,0.000,,12,15,,
T,2021-10-10 14:19:06,47.82873759,7.94833228,6,714.444,,0.000,,12,15,,
T,2021-10-10 14:19:07,47.82873759,7.94833228,6,714.506,,0.000,,12,15,,
T,2021-10-10 14:19:08,47.82873759,7.94833228,6,715.152,,0.000,,12,15,,
T,2021-10-10 14:19:09,47.82873759,7.94833228,6,715.217,,0.000,,12,15,,
T,2021-10-10 14:19:10,47.82873759,7.94833228,6,715.283,,0.000,,12,15,,
T,2021-10-10 14:19:11,47.82873759,7.94833228,6,715.927,,0.000,,12,15,,
T,2021-10-10 14:19:12,47.82873759,7.94833228,8,715.989,,0.000,,12,15,,
T,2021-10-10 14:19:13,47.82873759,7.94833228,8,716.050,,0.000,,12,15,,
T,2021-10-10 14:19:14,47.82873759,7.94833228,8,716.642,,0.000,,12,15,,
T,2021-10-10 14:19:15,47.82873759,7.94833228,8,717.212,,0.000,,12,15,,
T,2021-10-10 14:19:16,47.82873759,7.94833228,8,717.757,,0.000,,12,15,,
T,2021-10-10 14:19:17,47.82873759,7.94833228,8,718.275,,0.000,,12,14,,
T,2021-10-10 14:19:18,47.82873759,7.94833228,8,718.765,,0.000,,12,14,,
T,2021-10-10 14:19:19,47.82873759,7.94833228,8,719.231,,0.000,,12,14,,
T,2021-10-10 14:19:20,47.82873759,7.94833228,8,719.685,,0.000,,12,14,,
T,2021-10-10 14:19:21,47.82873759,7.94833228,8,720.125,,0.000,,12,14,,
